seq,ms,time_s,icm_ax_g,icm_ay_g,icm_az_g,icm_gx_dps,icm_gy_dps,icm_gz_dps,adxl_ax_g,adxl_ay_g,adxl_az_g,bmp_temp_c,bmp_press_pa,bmp_alt_m,attitude_valid,q0,q1,q2,q3,roll_deg,pitch_deg,yaw_deg,gyro_bias_x_dps,gyro_bias_y_dps,gyro_bias_z_dps,crc16_recorded,crc16_computed,crc_ok
2948,74532,74.532,-0.862,0.116,0.493,-0.99,2.15,-0.78,0.83,-0.1,0.69,28.69,96748,388.23,1,0.864279866,0.065077499,0.498696983,0.009306692,13.84,59.41,9.16,-0.54,0.32,-0.66,54040,54040,True
2949,74552,74.552,-0.861,0.12,0.495,-1.78,0.58,-2.04,0.88,-0.15,0.78,28.69,96748,388.22,1,0.864599288,0.063532002,0.498356402,0.008528456,13.44,59.39,8.82,-0.54,0.32,-0.66,45929,45929,True
2950,74572,74.572,-0.852,0.12,0.492,-2.31,-0.36,1.18,0.98,-0.1,0.69,28.69,96749,388.14,1,0.865082264,0.064339563,0.497395188,0.009543863,13.66,59.24,9.06,-0.54,0.32,-0.66,23916,23916,True
2951,74592,74.592,-0.861,0.126,0.49,-1.21,0.23,-2.32,0.83,-0.1,0.73,28.69,96749,388.16,1,0.864566982,0.064883448,0.498216003,0.009736891,13.83,59.34,9.2,-0.54,0.32,-0.66,32526,32526,True
2952,74612,74.612,-0.858,0.121,0.491,-0.34,0.21,0.22,0.93,-0.05,0.64,28.69,96748,388.26,1,0.863975823,0.064899959,0.499238789,0.009714322,13.88,59.47,9.24,-0.54,0.32,-0.66,5757,5757,True
2953,74632,74.632,-0.865,0.126,0.494,-0.7,-1.08,-1.22,0.88,-0.05,0.78,28.69,96747,388.29,1,0.863897324,0.066170283,0.499194324,0.010388818,14.2,59.44,9.51,-0.54,0.32,-0.66,13818,13818,True
2954,74652,74.652,-0.862,0.116,0.504,-0.69,1.81,0.02,0.93,-0.15,0.73,28.69,96747,388.29,1,0.864283919,0.065347478,0.498639256,0.010092517,13.98,59.39,9.34,-0.54,0.32,-0.66,32559,32559,True
2955,74672,74.672,-0.855,0.12,0.487,-2.73,1.62,-1.58,0.83,-0.1,0.69,28.69,96748,388.26,1,0.863692224,0.064303264,0.499806285,0.009715045,13.79,59.55,9.21,-0.54,0.32,-0.66,19365,19365,True
2956,74692,74.692,-0.868,0.115,0.501,0.66,0.31,-0.84,0.83,-0.15,0.73,28.69,96747,388.27,1,0.864141643,0.063462503,0.499149024,0.009056039,13.52,59.49,8.95,-0.54,0.32,-0.66,54998,54998,True
2957,74712,74.712,-0.87,0.129,0.495,-0.49,0.79,0.05,0.93,-0.2,0.73,28.68,96747,388.29,1,0.863820136,0.064817451,0.499515593,0.009881175,13.9,59.51,9.28,-0.54,0.32,-0.66,38637,38637,True
2958,74732,74.732,-0.875,0.108,0.497,-0.47,0.2,-2.53,0.88,-0.15,0.78,28.69,96748,388.24,1,0.863721669,0.063345619,0.499894857,0.008799585,13.51,59.59,8.93,-0.54,0.32,-0.66,52311,52311,True
2959,74752,74.752,-0.866,0.12,0.489,-0.94,0.98,-4.94,0.93,-0.15,0.69,28.69,96748,388.18,1,0.863080323,0.063344464,0.501008809,0.008370901,13.51,59.74,8.9,-0.54,0.32,-0.66,24495,24495,True
2960,74772,74.772,-0.865,0.117,0.502,-1.74,-0.33,0.02,0.83,-0.15,0.73,28.69,96748,388.18,1,0.863756061,0.062979467,0.499886602,0.008509581,13.4,59.6,8.83,-0.54,0.32,-0.66,22840,22840,True
2961,74792,74.792,-0.861,0.124,0.485,-0.95,3.82,-3.24,0.83,-0.05,0.78,28.68,96748,388.18,1,0.863004029,0.063708097,0.501087964,0.008733223,13.63,59.74,9.01,-0.54,0.32,-0.66,159,159,True
2962,74812,74.812,-0.868,0.125,0.5,-0.25,1.65,-2.91,0.83,-0.1,0.69,28.69,96749,388.15,1,0.863364637,0.064285524,0.500389814,0.008882597,13.72,59.64,9.07,-0.54,0.32,-0.66,2401,2401,True
2963,74832,74.832,-0.862,0.123,0.489,-1.75,0.98,-2.22,0.98,-0.24,0.69,28.69,96748,388.21,1,0.862985134,0.065188728,0.500917137,0.009434963,13.99,59.69,9.3,-0.54,0.32,-0.66,36855,36855,True
2964,74852,74.852,-0.864,0.122,0.491,-0.57,2.82,-2.21,0.88,-0.1,0.64,28.69,96749,388.17,1,0.863378644,0.064948663,0.500273168,0.00926283,13.89,59.62,9.21,-0.54,0.32,-0.66,55024,55024,True
2965,74872,74.872,-0.856,0.122,0.499,-0.27,2.64,-2.73,0.93,-0.15,0.69,28.68,96749,388.16,1,0.863781691,0.064777307,0.49960342,0.009022659,13.8,59.53,9.11,-0.54,0.32,-0.66,31053,31053,True
2966,74892,74.892,-0.865,0.125,0.499,-1.15,-0.09,-2.23,0.78,-0.15,0.78,28.68,96749,388.13,1,0.864320576,0.065222055,0.498607546,0.009300903,13.87,59.4,9.17,-0.54,0.32,-0.66,34159,34159,True
2967,74912,74.912,-0.866,0.133,0.491,-1.95,1.75,-2.26,0.88,-0.1,0.73,28.68,96749,388.16,1,0.863827825,0.066023506,0.499345571,0.009822378,14.12,59.47,9.39,-0.54,0.32,-0.66,60159,60159,True
2968,74932,74.932,-0.861,0.127,0.497,2.24,-2.67,0.1,0.88,-0.2,0.73,28.68,96749,388.18,1,0.864540696,0.067208096,0.497945458,0.010138163,14.31,59.27,9.52,-0.54,0.32,-0.66,21310,21310,True
2969,74952,74.952,-0.867,0.118,0.489,1.44,-0.01,0.53,0.83,-0.1,0.69,28.68,96749,388.16,1,0.864086092,0.066830315,0.498795092,0.009617834,14.22,59.4,9.42,-0.54,0.32,-0.66,28615,28615,True
2970,74972,74.972,-0.873,0.121,0.49,0.67,-1.44,1.36,0.93,-0.2,0.73,28.68,96749,388.13,1,0.86368686,0.066677608,0.499510318,0.009416388,14.21,59.5,9.4,-0.54,0.32,-0.66,16747,16747,True
2971,74992,74.992,-0.873,0.125,0.485,-0.83,0.56,5.11,0.83,-0.05,0.69,28.68,96748,388.18,1,0.863051057,0.067213126,0.500519514,0.010271283,14.46,59.61,9.67,-0.54,0.32,-0.66,4854,4854,True
2972,75012,75.012,-0.857,0.119,0.495,1.15,-1.85,2.08,0.83,-0.1,0.64,28.68,96749,388.14,1,0.863740861,0.066881545,0.499376208,0.010096663,14.31,59.46,9.54,-0.54,0.32,-0.66,53596,53596,True
2973,75032,75.032,-0.862,0.129,0.5,0.16,-0.65,1.72,0.88,-0.1,0.73,28.68,96749,388.1,1,0.864368618,0.067600578,0.498179108,0.010702744,14.46,59.29,9.68,-0.54,0.32,-0.66,50917,50917,True
2974,75052,75.052,-0.866,0.132,0.482,-0.73,-1.3,2.63,0.83,-0.15,0.73,28.68,96749,388.11,1,0.863904893,0.068241753,0.498881698,0.011330826,14.69,59.36,9.91,-0.54,0.32,-0.66,45586,45586,True
2975,75072,75.072,-0.865,0.117,0.488,-0.1,-2.07,0.33,0.83,-0.15,0.69,28.68,96749,388.15,1,0.863800824,0.067296878,0.499203801,0.010718044,14.45,59.43,9.7,-0.54,0.32,-0.66,42623,42623,True
2976,75092,75.092,-0.864,0.126,0.496,1.24,-3.05,-2.09,0.93,-0.2,0.73,28.68,96749,388.17,1,0.86462903,0.066732071,0.497859687,0.009966908,14.2,59.27,9.43,-0.54,0.32,-0.66,47419,47419,True
2977,75112,75.112,-0.853,0.135,0.492,-0.25,-1.44,0.61,0.88,-0.05,0.69,28.68,96748,388.2,1,0.864715934,0.068266556,0.497480661,0.010913411,14.58,59.19,9.76,-0.54,0.32,-0.66,20851,20851,True
2978,75132,75.132,-0.871,0.124,0.493,0.08,1.8,-4.26,0.93,-0.05,0.69,28.68,96748,388.2,1,0.864080191,0.067423306,0.498720109,0.009894551,14.37,59.38,9.53,-0.54,0.32,-0.66,48366,48366,True
2979,75152,75.152,-0.859,0.118,0.498,1.14,1.15,1.96,0.88,-0.15,0.64,28.68,96748,388.23,1,0.864353359,0.066720992,0.498348355,0.00951256,14.17,59.34,9.36,-0.54,0.32,-0.66,52985,52985,True
2980,75172,75.172,-0.861,0.125,0.484,-0.96,-2.24,-0.38,0.93,-0.1,0.69,28.68,96748,388.18,1,0.863972962,0.066888981,0.498983651,0.009592976,14.24,59.42,9.43,-0.54,0.32,-0.66,41734,41734,True
2981,75192,75.192,-0.873,0.136,0.497,-0.48,1.08,5.34,0.93,-0.15,0.59,28.68,96749,388.17,1,0.863620698,0.068712339,0.499311358,0.011223543,14.79,59.42,9.96,-0.54,0.32,-0.66,53562,53562,True
2982,75212,75.212,-0.865,0.119,0.488,1.92,0.45,-0.32,0.83,-0.15,0.73,28.68,96748,388.21,1,0.863303185,0.067967363,0.499981165,0.010345669,14.58,59.53,9.74,-0.54,0.32,-0.66,35011,35011,True
2983,75232,75.232,-0.874,0.126,0.5,-2.22,-0.22,2.63,0.93,-0.2,0.73,28.68,96748,388.24,1,0.863747299,0.066838272,0.499365658,0.010351931,14.33,59.46,9.59,-0.54,0.32,-0.66,55196,55196,True
2984,75252,75.252,-0.869,0.111,0.478,1.3,1.48,-0.02,0.83,-0.15,0.73,28.68,96748,388.2,1,0.863139987,0.066461042,0.500475824,0.009814877,14.26,59.62,9.5,-0.54,0.32,-0.66,15247,15247,True
2985,75272,75.272,-0.881,0.121,0.492,0.62,-1.08,2.3,0.83,-0.1,0.73,28.68,96748,388.2,1,0.862740219,0.066254377,0.501194298,0.009691301,14.24,59.71,9.49,-0.54,0.32,-0.66,54039,54039,True
2986,75292,75.292,-0.863,0.134,0.495,0.15,-2.16,0.29,0.88,-0.15,0.69,28.67,96748,388.24,1,0.863258004,0.067539044,0.500115216,0.010437164,14.52,59.55,9.72,-0.54,0.32,-0.66,7179,7179,True
2987,75312,75.312,-0.868,0.129,0.49,-1.19,1.67,1.52,0.88,-0.1,0.78,28.67,96748,388.24,1,0.862558365,0.068163194,0.50122273,0.011067805,14.76,59.67,9.97,-0.54,0.32,-0.66,33370,33370,True
2988,75332,75.332,-0.871,0.131,0.49,-2.91,2.41,1.34,0.83,-0.1,0.73,28.67,96748,388.23,1,0.861816347,0.068534754,0.502429366,0.011844452,14.99,59.81,10.23,-0.54,0.32,-0.66,8704,8704,True
2989,75352,75.352,-0.868,0.116,0.494,-0.8,1.64,-3.73,0.88,-0.15,0.69,28.67,96748,388.18,1,0.862023532,0.066970229,0.502310157,0.010723073,14.55,59.83,9.83,-0.54,0.32,-0.66,42239,42239,True
2990,75372,75.372,-0.865,0.135,0.489,-2.11,2.53,-2.13,0.88,-0.2,0.69,28.68,96749,388.14,1,0.861978889,0.067900419,0.502245545,0.011457091,14.81,59.8,10.07,-0.54,0.32,-0.66,18089,18089,True
2991,75392,75.392,-0.874,0.121,0.49,-1.44,-0.66,-2.33,0.78,-0.1,0.73,28.67,96749,388.12,1,0.862051189,0.066263698,0.502361834,0.010463753,14.38,59.85,9.7,-0.54,0.32,-0.66,48928,48928,True
2992,75412,75.412,-0.868,0.127,0.491,-0.96,1.7,-3.39,0.83,-0.1,0.69,28.67,96748,388.2,1,0.862453997,0.0665612,0.501628995,0.010538358,14.41,59.75,9.71,-0.54,0.32,-0.66,13737,13737,True
2993,75432,75.432,-0.857,0.125,0.494,0.18,-0.62,0.16,0.88,-0.1,0.78,28.67,96748,388.23,1,0.863131523,0.066741541,0.500435352,0.010674542,14.4,59.59,9.69,-0.54,0.32,-0.66,47959,47959,True
2994,75452,75.452,-0.858,0.127,0.49,-1.14,1.26,-3.3,0.88,-0.1,0.69,28.67,96747,388.27,1,0.86356765,0.067045242,0.499639452,0.010784289,14.43,59.49,9.71,-0.54,0.32,-0.66,53155,53155,True
2995,75472,75.472,-0.865,0.129,0.498,-1.18,-0.24,-1.97,0.88,-0.24,0.69,28.67,96747,388.29,1,0.864193618,0.067179948,0.498534828,0.010922069,14.42,59.34,9.69,-0.54,0.32,-0.66,17397,17397,True
2996,75492,75.492,-0.86,0.119,0.486,-0.64,-1.25,-4.67,0.88,-0.15,0.73,28.67,96747,388.33,1,0.863899589,0.065987505,0.499227375,0.009754252,14.1,59.46,9.37,-0.54,0.32,-0.66,28370,28370,True
2997,75512,75.512,-0.86,0.129,0.487,0.6,-0.01,0.45,0.88,-0.15,0.73,28.66,96747,388.35,1,0.863455892,0.067277059,0.499810666,0.01035497,14.44,59.51,9.66,-0.54,0.32,-0.66,2796,2796,True
2998,75532,75.532,-0.868,0.112,0.494,-1.02,-0.27,-2.89,0.88,-0.15,0.73,28.66,96747,388.32,1,0.863543749,0.065638334,0.499898255,0.009246617,14.0,59.56,9.27,-0.54,0.32,-0.66,22872,22872,True
2999,75552,75.552,-0.862,0.127,0.493,-0.37,1.31,-2.6,0.88,-0.15,0.69,28.67,96747,388.28,1,0.863630056,0.066761531,0.49959138,0.009722338,14.26,59.5,9.47,-0.54,0.32,-0.66,48428,48428,True
3000,75572,75.572,-0.865,0.129,0.503,-1.64,-0.94,-2.63,0.78,-0.1,0.73,28.66,96748,388.24,1,0.86432153,0.0667779,0.498390526,0.009797102,14.21,59.34,9.42,-0.54,0.32,-0.66,33827,33827,True
3001,75592,75.592,-0.86,0.126,0.482,-1.82,0.97,2.79,0.88,-0.15,0.78,28.66,96749,388.17,1,0.863667309,0.067137741,0.499460727,0.010498372,14.41,59.47,9.65,-0.54,0.32,-0.66,18882,18882,True
3002,75612,75.612,-0.873,0.127,0.48,-2.44,-0.66,-0.83,0.88,-0.1,0.73,28.66,96749,388.16,1,0.863167226,0.066933051,0.500349998,0.010593632,14.43,59.58,9.7,-0.54,0.32,-0.66,27675,27675,True
3003,75632,75.632,-0.858,0.127,0.491,-0.55,-0.53,-1.02,0.88,-0.1,0.73,28.66,96749,388.17,1,0.863805294,0.067274362,0.499196619,0.010833566,14.46,59.42,9.72,-0.54,0.32,-0.66,56537,56537,True
3004,75652,75.652,-0.868,0.125,0.487,-0.86,3.08,-3.31,0.83,-0.1,0.73,28.66,96748,388.19,1,0.863000214,0.06667646,0.500679731,0.010225818,14.35,59.63,9.61,-0.54,0.32,-0.66,41412,41412,True
3005,75672,75.672,-0.861,0.117,0.498,-0.72,0.92,-5.51,0.83,-0.1,0.73,28.66,96748,388.2,1,0.863459349,0.065321848,0.50008899,0.009056603,13.93,59.59,9.21,-0.54,0.32,-0.66,50498,50498,True
3006,75692,75.692,-0.859,0.112,0.496,-3.14,-0.87,-3.85,0.98,-0.2,0.69,28.66,96748,388.24,1,0.864005744,0.063538067,0.499389559,0.008188616,13.45,59.53,8.8,-0.54,0.32,-0.66,13696,13696,True
3007,75712,75.712,-0.86,0.131,0.485,1.39,-0.51,-1.53,0.83,-0.05,0.73,28.66,96748,388.26,1,0.863694847,0.064943649,0.499740809,0.00853067,13.78,59.56,9.04,-0.54,0.32,-0.66,35302,35302,True
3008,75732,75.732,-0.869,0.119,0.494,0.58,0.85,1.4,0.83,-0.15,0.73,28.66,96748,388.25,1,0.863294303,0.064238191,0.50053072,0.008081591,13.63,59.67,8.92,-0.54,0.32,-0.66,13080,13080,True
3009,75752,75.752,-0.863,0.126,0.479,-0.39,-0.03,2.05,0.88,-0.1,0.64,28.66,96748,388.24,1,0.862770021,0.065228097,0.501293719,0.008828293,13.95,59.75,9.21,-0.54,0.32,-0.66,7438,7438,True
3010,75772,75.772,-0.862,0.124,0.494,0.15,-0.3,2.25,0.88,-0.15,0.69,28.65,96747,388.28,1,0.863385558,0.065898679,0.500133097,0.009465438,14.09,59.58,9.35,-0.54,0.32,-0.66,63911,63911,True
3011,75792,75.792,-0.849,0.12,0.495,0.48,0.89,-0.91,0.83,-0.15,0.73,28.65,96747,388.29,1,0.863930702,0.065778919,0.49921,0.009284158,14.0,59.47,9.26,-0.54,0.32,-0.66,27321,27321,True
3012,75812,75.812,-0.862,0.125,0.502,1.36,0.85,0.61,0.83,-0.05,0.83,28.66,96748,388.2,1,0.86444962,0.066358835,0.498229772,0.009508703,14.09,59.33,9.32,-0.54,0.32,-0.66,47562,47562,True
3013,75832,75.832,-0.863,0.119,0.487,-0.05,1.6,-0.4,0.83,-0.15,0.64,28.66,96749,388.16,1,0.863804221,0.065912768,0.499414176,0.009125497,14.02,59.5,9.25,-0.54,0.32,-0.66,13853,13853,True
3014,75852,75.852,-0.879,0.135,0.49,0.31,1.41,-3.41,0.93,-0.1,0.73,28.66,96749,388.14,1,0.863182843,0.066641949,0.500391662,0.009072596,14.21,59.62,9.37,-0.54,0.32,-0.66,55813,55813,True
3015,75872,75.872,-0.863,0.132,0.485,-0.78,-0.25,-3.07,0.93,-0.2,0.69,28.66,96749,388.15,1,0.862804949,0.067467235,0.500928402,0.009294435,14.42,59.67,9.53,-0.54,0.32,-0.66,465,465,True
3016,75892,75.892,-0.861,0.119,0.501,-1.04,-0.43,0.44,0.93,-0.05,0.73,28.65,96748,388.18,1,0.8634395,0.066835582,0.499920815,0.009190021,14.23,59.55,9.39,-0.54,0.32,-0.66,33002,33002,True
3017,75912,75.912,-0.87,0.131,0.493,1.34,-2.28,-1.01,0.83,-0.1,0.73,28.65,96748,388.19,1,0.863306344,0.068317227,0.499942452,0.009616955,14.57,59.53,9.64,-0.54,0.32,-0.66,9146,9146,True
3018,75932,75.932,-0.874,0.128,0.491,-0.37,-0.73,-2.15,0.88,-0.1,0.69,28.65,96748,388.21,1,0.862793982,0.068199553,0.50084877,0.00926858,14.56,59.65,9.61,-0.54,0.32,-0.66,55270,55270,True
3019,75952,75.952,-0.866,0.108,0.484,1.56,0.78,0.95,0.83,-0.15,0.73,28.65,96748,388.23,1,0.862550676,0.067392945,0.501389265,0.008559279,14.35,59.75,9.41,-0.54,0.32,-0.66,24469,24469,True
3020,75972,75.972,-0.866,0.115,0.5,-0.06,1.79,0.44,0.88,-0.1,0.78,28.65,96748,388.23,1,0.862912714,0.066646114,0.50087142,0.008231165,14.14,59.69,9.23,-0.54,0.32,-0.66,46108,46108,True
3021,75992,75.992,-0.859,0.129,0.486,1.2,-0.38,-5.02,0.83,-0.1,0.88,28.65,96747,388.27,1,0.862793803,0.067885131,0.500910461,0.008194463,14.38,59.68,9.37,-0.54,0.32,-0.66,63130,63130,True
3022,76012,76.012,-0.861,0.134,0.501,2.24,-0.92,3.63,0.93,-0.2,0.69,28.65,96747,388.31,1,0.863377035,0.069275782,0.499699742,0.009008943,14.68,59.5,9.62,-0.54,0.32,-0.66,61193,61193,True
3023,76032,76.032,-0.868,0.135,0.486,0.85,-1.04,-1.86,0.88,-0.2,0.69,28.65,96748,388.25,1,0.862926245,0.070097931,0.500362873,0.009029801,14.88,59.57,9.75,-0.54,0.32,-0.66,51374,51374,True
3024,76052,76.052,-0.874,0.128,0.485,1.27,-0.61,-1.71,0.83,-0.05,0.69,28.65,96747,388.27,1,0.862405837,0.070020325,0.501280069,0.00846191,14.85,59.7,9.68,-0.54,0.32,-0.66,58449,58449,True
3025,76072,76.072,-0.862,0.127,0.501,-2.73,-0.89,0.5,0.83,-0.1,0.73,28.65,96748,388.25,1,0.863142252,0.069482446,0.500081718,0.008718688,14.71,59.55,9.6,-0.54,0.32,-0.66,37976,37976,True
3026,76092,76.092,-0.864,0.136,0.487,0.39,-3.89,1.95,0.93,-0.1,0.69,28.65,96748,388.2,1,0.86309427,0.070995413,0.499935895,0.009594433,15.09,59.5,9.93,-0.54,0.32,-0.66,1816,1816,True
3027,76112,76.112,-0.873,0.134,0.496,-2.5,0.44,-6.04,0.93,-0.15,0.69,28.65,96748,388.18,1,0.862521827,0.070096076,0.50106436,0.008785874,14.89,59.67,9.74,-0.54,0.32,-0.66,37346,37346,True
3028,76132,76.132,-0.862,0.128,0.496,-0.44,0.46,-2.76,0.88,-0.1,0.83,28.65,96749,388.17,1,0.863114476,0.069566801,0.500124395,0.008338394,14.68,59.56,9.54,-0.54,0.32,-0.66,16430,16430,True
3029,76152,76.152,-0.861,0.138,0.486,-0.98,-0.04,-2.7,0.93,-0.1,0.73,28.65,96749,388.14,1,0.862847388,0.07058502,0.500435174,0.008765558,14.95,59.58,9.75,-0.54,0.32,-0.66,6898,6898,True
3030,76172,76.172,-0.858,0.124,0.485,1.38,0.4,-0.1,0.88,-0.1,0.73,28.65,96749,388.11,1,0.862644672,0.069657549,0.500928462,0.007908034,14.7,59.67,9.51,-0.54,0.32,-0.66,54567,54567,True
3031,76192,76.192,-0.865,0.105,0.485,-0.5,0.36,0.79,0.83,-0.15,0.69,28.65,96749,388.13,1,0.862565041,0.068453938,0.501240611,0.007320392,14.41,59.73,9.28,-0.54,0.32,-0.66,34197,34197,True
3032,76212,76.212,-0.865,0.126,0.495,-1.35,2.23,2.86,0.83,-0.15,0.69,28.65,96749,388.13,1,0.863011658,0.068558775,0.500446558,0.00798704,14.47,59.62,9.38,-0.54,0.32,-0.66,50025,50025,True
3033,76232,76.232,-0.863,0.125,0.491,2.03,2.56,3.68,0.88,-0.2,0.73,28.65,96748,388.19,1,0.863279283,0.068412207,0.500005007,0.007978486,14.41,59.56,9.34,-0.54,0.32,-0.66,26658,26658,True
3034,76252,76.252,-0.872,0.128,0.489,-1.05,0.98,-2.64,0.88,-0.15,0.64,28.65,96748,388.24,1,0.862623096,0.068437882,0.501135349,0.00780661,14.46,59.71,9.36,-0.54,0.32,-0.66,1443,1443,True
3035,76272,76.272,-0.853,0.126,0.491,-1.63,0.24,-3.51,0.93,-0.2,0.69,28.65,96748,388.19,1,0.8632406,0.068181485,0.500108421,0.007650693,14.34,59.59,9.25,-0.54,0.32,-0.66,34385,34385,True
3036,76292,76.292,-0.709,0.061,0.36,3.29,-2.61,-1.0,0.93,-0.15,0.78,28.65,96748,388.18,1,0.863001525,0.067911252,0.50057143,0.006680432,14.2,59.66,9.06,-0.54,0.32,-0.66,31733,31733,True
3037,76312,76.312,-0.857,0.134,0.584,-0.2,-2.17,-4.11,0.98,-0.1,0.78,28.65,96748,388.21,1,0.863818228,0.06765388,0.499202132,0.006181666,14.03,59.5,8.87,-0.54,0.32,-0.66,50132,50132,True
3038,76332,76.332,-0.843,0.103,0.496,1.31,2.65,-1.92,0.88,-0.1,0.73,28.65,96748,388.21,1,0.864039958,0.066781923,0.498945773,0.005309685,13.75,59.49,8.59,-0.54,0.32,-0.66,32312,32312,True
3039,76352,76.352,-0.997,0.101,0.577,1.09,3.15,-4.37,0.93,-0.1,0.49,28.65,96748,388.23,1,0.863942206,0.065345071,0.499318391,0.003865543,13.33,59.57,8.17,-0.54,0.32,-0.66,23909,23909,True
3040,76372,76.372,-0.886,0.145,0.444,-0.92,1.37,1.5,0.88,-0.24,0.64,28.65,96748,388.2,1,0.863271892,0.066041149,0.500380099,0.004490636,13.58,59.69,8.41,-0.54,0.32,-0.66,62055,62055,True
3041,76392,76.392,-0.825,0.109,0.514,-2.39,-0.44,0.4,0.83,-0.1,0.73,28.65,96748,388.21,1,0.863962233,0.065608487,0.49924174,0.004740683,13.47,59.55,8.36,-0.54,0.32,-0.66,48165,48165,True
3042,76412,76.412,-0.764,0.038,0.384,5.14,-0.16,2.6,0.73,0.0,0.98,28.65,96748,388.25,1,0.863549829,0.065768436,0.499939471,0.004102523,13.47,59.64,8.29,-0.54,0.32,-0.66,36280,36280,True
3043,76432,76.432,-0.839,0.146,0.509,0.64,1.85,2.89,0.69,-0.1,0.54,28.65,96748,388.22,1,0.863835812,0.067095526,0.499259263,0.005107783,13.81,59.53,8.6,-0.54,0.32,-0.66,44268,44268,True
3044,76452,76.452,-0.94,0.084,0.581,-1.19,0.94,-1.83,0.83,-0.15,0.54,28.65,96748,388.23,1,0.864251018,0.065900467,0.498705745,0.004474603,13.48,59.48,8.32,-0.54,0.32,-0.66,44987,44987,True
3045,76472,76.472,-0.874,0.159,0.422,0.51,0.66,-4.63,0.88,-0.05,0.78,28.65,96748,388.21,1,0.863641858,0.066361338,0.499701917,0.004091928,13.57,59.61,8.34,-0.54,0.32,-0.66,56366,56366,True
3046,76492,76.492,-0.83,0.104,0.49,-0.5,1.44,-1.69,0.83,-0.05,0.64,28.65,96748,388.19,1,0.864087343,0.065536134,0.49904424,0.003585807,13.32,59.54,8.12,-0.54,0.32,-0.66,46840,46840,True
3047,76512,76.512,-0.871,0.147,0.508,0.39,0.66,-3.06,0.88,-0.1,0.73,28.65,96748,388.2,1,0.864217579,0.066740118,0.498656571,0.003918258,13.58,59.47,8.3,-0.54,0.32,-0.66,62323,62323,True
3048,76532,76.532,-0.867,0.12,0.494,1.23,0.18,-2.47,0.88,-0.1,0.64,28.65,96748,388.18,1,0.863602698,0.067030378,0.49968484,0.003513175,13.64,59.61,8.3,-0.54,0.32,-0.66,24823,24823,True
3049,76552,76.552,-0.85,0.126,0.496,1.61,1.31,-1.7,0.88,-0.1,0.69,28.65,96749,388.13,1,0.863982558,0.06795153,0.498902112,0.003653544,13.8,59.5,8.4,-0.54,0.32,-0.66,15686,15686,True
3050,76572,76.572,-0.868,0.129,0.487,0.36,2.24,-0.34,0.83,-0.1,0.73,28.65,96749,388.17,1,0.863281548,0.068943709,0.499975234,0.004061534,14.09,59.62,8.64,-0.54,0.32,-0.66,54879,54879,True
3051,76592,76.592,-0.878,0.112,0.497,0.18,-0.29,-1.82,0.88,-0.1,0.78,28.65,96749,388.15,1,0.863242686,0.067616269,0.500230908,0.00301767,13.72,59.68,8.3,-0.54,0.32,-0.66,30076,30076,True
3052,76612,76.612,-0.869,0.127,0.486,-0.35,-1.36,-1.68,0.83,-0.1,0.64,28.64,96748,388.22,1,0.862874925,0.068419389,0.500754356,0.003266459,13.93,59.74,8.46,-0.54,0.32,-0.66,42790,42790,True
3053,76632,76.632,-0.854,0.159,0.497,-0.53,0.47,-0.9,0.88,-0.1,0.73,28.64,96748,388.23,1,0.863045216,0.069655091,0.500285029,0.004000406,14.23,59.65,8.72,-0.54,0.32,-0.66,53415,53415,True
3054,76652,76.652,-0.844,0.115,0.488,-0.12,-0.85,1.97,0.83,-0.1,0.78,28.64,96748,388.21,1,0.863665164,0.069124363,0.49928835,0.003934393,14.08,59.53,8.6,-0.54,0.32,-0.66,1988,1988,True
3055,76672,76.672,-0.875,0.127,0.491,-0.72,0.62,1.46,0.93,-0.15,0.69,28.64,96749,388.15,1,0.863038063,0.069637701,0.500296712,0.004396429,14.28,59.65,8.8,-0.54,0.32,-0.66,39971,39971,True
3056,76692,76.692,-0.876,0.138,0.494,-0.54,-0.27,-1.6,0.78,-0.15,0.78,28.64,96749,388.16,1,0.862849712,0.070872135,0.500442624,0.004991695,14.59,59.64,9.06,-0.54,0.32,-0.66,3222,3222,True
3057,76712,76.712,-0.85,0.094,0.513,0.22,-1.16,-1.32,0.83,-0.15,0.73,28.64,96749,388.17,1,0.863446832,0.069967784,0.499545246,0.004307994,14.29,59.55,8.78,-0.54,0.32,-0.66,9399,9399,True
3058,76732,76.732,-0.895,0.127,0.479,0.79,-0.21,1.76,0.93,-0.1,0.64,28.64,96749,388.15,1,0.862867355,0.070408955,0.500482321,0.004479834,14.44,59.66,8.91,-0.54,0.32,-0.66,44590,44590,True
3059,76752,76.752,-0.922,0.127,0.461,-0.68,-1.6,4.91,0.78,-0.05,0.73,28.64,96749,388.15,1,0.862422109,0.070882976,0.501175284,0.005222013,14.65,59.74,9.14,-0.54,0.32,-0.66,9042,9042,True
3060,76772,76.772,-0.891,0.129,0.482,-0.18,1.82,0.7,0.83,-0.1,0.73,28.65,96748,388.19,1,0.861676812,0.071076959,0.502426684,0.005338152,14.77,59.89,9.25,-0.54,0.32,-0.66,51543,51543,True
3061,76792,76.792,-0.858,0.107,0.472,3.27,-2.83,-0.83,0.88,-0.1,0.73,28.64,96749,388.13,1,0.861649871,0.070461743,0.502570331,0.004202315,14.53,59.94,8.97,-0.54,0.32,-0.66,991,991,True
