seq,ms,time_s,icm_ax_g,icm_ay_g,icm_az_g,icm_gx_dps,icm_gy_dps,icm_gz_dps,adxl_ax_g,adxl_ay_g,adxl_az_g,bmp_temp_c,bmp_press_pa,bmp_alt_m,attitude_valid,q0,q1,q2,q3,roll_deg,pitch_deg,yaw_deg,gyro_bias_x_dps,gyro_bias_y_dps,gyro_bias_z_dps,crc16_recorded,crc16_computed,crc_ok
115,17814,17.814,-0.86,0.115,0.489,-3.76,0.33,0.71,0.88,-0.15,0.73,28.1,96745,388.48,1,0.787628233,0.022458702,0.615506172,0.017015366,13.14,75.65,12.69,-0.54,0.32,-0.66,48599,48599,True
116,17834,17.834,-0.858,0.121,0.491,-0.92,1.07,-1.81,0.93,-0.15,0.69,28.1,96745,388.49,1,0.78820771,0.022471664,0.614761472,0.017088279,13.07,75.55,12.63,-0.54,0.32,-0.66,46100,46100,True
117,17854,17.854,-0.87,0.122,0.503,0.08,2.28,0.15,0.98,-0.1,0.69,28.11,96746,388.42,1,0.788646758,0.022825539,0.614178479,0.017324785,13.18,75.45,12.74,-0.54,0.32,-0.66,46550,46550,True
118,17874,17.874,-0.867,0.126,0.488,-1.93,3.24,-0.52,0.88,-0.1,0.73,28.1,96746,388.4,1,0.788990974,0.022850445,0.613724351,0.017708382,13.24,75.38,12.82,-0.54,0.32,-0.66,39426,39426,True
119,17894,17.894,-0.865,0.116,0.492,-2.92,2.12,-0.9,0.93,-0.15,0.69,28.11,96745,388.47,1,0.789464474,0.022666322,0.613110065,0.018114729,13.21,75.29,12.83,-0.54,0.32,-0.66,39790,39790,True
120,17914,17.914,-0.859,0.119,0.494,-2.06,-0.15,-2.34,0.88,-0.15,0.69,28.1,96745,388.51,1,0.790180981,0.022461306,0.612190664,0.018226597,13.05,75.16,12.7,-0.54,0.32,-0.66,48955,48955,True
121,17934,17.934,-0.866,0.131,0.499,0.12,2.48,-2.4,0.83,-0.1,0.73,28.11,96745,388.51,1,0.790602088,0.022578843,0.611645043,0.018133108,13.0,75.09,12.63,-0.54,0.32,-0.66,19208,19208,True
122,17954,17.954,-0.868,0.121,0.492,-0.43,0.41,-1.79,0.88,-0.15,0.73,28.11,96745,388.52,1,0.7912485,0.022669498,0.610804558,0.018157165,12.93,74.97,12.56,-0.54,0.32,-0.66,33050,33050,True
123,17974,17.974,-0.857,0.125,0.494,-0.34,-0.64,-0.97,0.88,-0.15,0.69,28.11,96745,388.5,1,0.792001307,0.022875462,0.609816432,0.018288974,12.92,74.82,12.54,-0.54,0.32,-0.66,61874,61874,True
124,17994,17.994,-0.853,0.119,0.486,1.99,-2.26,-1.22,0.88,-0.1,0.64,28.11,96745,388.48,1,0.792919278,0.02337013,0.608608544,0.018122166,12.9,74.65,12.47,-0.54,0.32,-0.66,15456,15456,True
125,18014,18.014,-0.873,0.129,0.49,-0.34,-1.49,0.05,0.88,-0.15,0.69,28.11,96745,388.44,1,0.793756247,0.023705043,0.60749507,0.018406799,12.96,74.48,12.52,-0.54,0.32,-0.66,45121,45121,True
126,18034,18.034,-0.87,0.13,0.491,-0.74,1.07,2.21,0.78,-0.1,0.69,28.11,96746,388.38,1,0.794314861,0.024209542,0.606724858,0.019046603,13.2,74.35,12.77,-0.54,0.32,-0.66,13692,13692,True
127,18054,18.054,-0.875,0.119,0.491,-0.89,-0.62,2.69,0.83,-0.2,0.73,28.11,96746,388.42,1,0.795056343,0.024708411,0.605710804,0.019730521,13.41,74.19,13.0,-0.54,0.32,-0.66,59846,59846,True
128,18074,18.074,-0.856,0.134,0.476,0.79,-1.22,-0.75,0.88,-0.15,0.69,28.11,96745,388.48,1,0.795856714,0.025140954,0.604638577,0.019804996,13.45,74.03,13.01,-0.54,0.32,-0.66,62758,62758,True
129,18094,18.094,-0.857,0.135,0.496,-0.47,-0.16,-0.4,0.83,-0.1,0.73,28.11,96746,388.43,1,0.796549082,0.02541315,0.603706539,0.020052994,13.49,73.89,13.05,-0.54,0.32,-0.66,42490,42490,True
130,18114,18.114,-0.878,0.131,0.491,0.72,1.6,-0.42,0.83,-0.05,0.59,28.11,96746,388.42,1,0.797053874,0.025834586,0.603018045,0.02017471,13.57,73.79,13.11,-0.54,0.32,-0.66,20962,20962,True
131,18134,18.134,-0.879,0.111,0.489,1.02,1.33,-0.05,0.88,-0.1,0.69,28.11,96746,388.41,1,0.797593117,0.02626724,0.602282882,0.020263042,13.65,73.68,13.15,-0.54,0.32,-0.66,37784,37784,True
132,18154,18.154,-0.863,0.125,0.479,0.44,-0.38,0.88,0.93,-0.1,0.69,28.11,96746,388.39,1,0.798303962,0.026780555,0.601307094,0.020576414,13.77,73.53,13.26,-0.54,0.32,-0.66,35362,35362,True
133,18174,18.174,-0.863,0.117,0.494,-0.1,-0.4,0.01,0.88,-0.05,0.69,28.11,96746,388.43,1,0.799025238,0.027083509,0.600327253,0.020793559,13.8,73.38,13.29,-0.54,0.32,-0.66,56887,56887,True
134,18194,18.194,-0.865,0.114,0.491,0.6,0.58,0.36,0.88,-0.1,0.78,28.11,96746,388.41,1,0.799640536,0.027506486,0.599481523,0.020982614,13.88,73.25,13.35,-0.54,0.32,-0.66,13789,13789,True
135,18214,18.214,-0.873,0.137,0.478,-0.66,-0.55,0.59,0.88,-0.15,0.69,28.11,96746,388.42,1,0.800366521,0.027883975,0.598479509,0.021406982,13.99,73.1,13.46,-0.54,0.32,-0.66,51662,51662,True
136,18234,18.234,-0.866,0.12,0.49,0.48,-0.58,0.56,0.83,-0.05,0.73,28.11,96746,388.42,1,0.801099241,0.028336886,0.597468317,0.021649191,14.07,72.95,13.52,-0.54,0.32,-0.66,45482,45482,True
137,18254,18.254,-0.868,0.133,0.485,-1.07,-1.02,0.69,0.88,-0.15,0.69,28.11,96746,388.41,1,0.801877677,0.028640991,0.596391737,0.022108404,14.14,72.78,13.61,-0.54,0.32,-0.66,18087,18087,True
138,18274,18.274,-0.873,0.115,0.492,-0.29,2.76,-0.15,0.93,-0.15,0.64,28.11,96746,388.43,1,0.802271128,0.028874194,0.595842779,0.022331206,14.2,72.7,13.66,-0.54,0.32,-0.66,41934,41934,True
139,18294,18.294,-0.846,0.115,0.487,-0.98,-0.63,4.39,0.88,-0.15,0.69,28.11,96746,388.41,1,0.803000748,0.029499181,0.59479332,0.023248153,14.47,72.53,13.96,-0.54,0.32,-0.66,8963,8963,True
140,18314,18.314,-0.852,0.112,0.487,-0.18,-0.64,2.25,0.88,-0.1,0.69,28.11,96746,388.43,1,0.803736687,0.02999633,0.59375298,0.023769123,14.62,72.37,14.11,-0.54,0.32,-0.66,4097,4097,True
141,18334,18.334,-0.862,0.116,0.485,1.53,0.65,1.86,0.83,-0.1,0.69,28.11,96746,388.38,1,0.804329872,0.030699652,0.592900693,0.024076404,14.8,72.23,14.25,-0.54,0.32,-0.66,63021,63021,True
142,18354,18.354,-0.858,0.126,0.488,0.77,-2.7,1.2,0.88,-0.1,0.73,28.11,96746,388.39,1,0.805271208,0.031275004,0.591579258,0.024376206,14.88,72.03,14.31,-0.54,0.32,-0.66,10563,10563,True
143,18374,18.374,-0.875,0.126,0.484,-3.19,0.53,-1.19,0.93,-0.1,0.69,28.11,96746,388.4,1,0.805910408,0.031035727,0.590704262,0.024770442,14.79,71.91,14.28,-0.54,0.32,-0.66,63923,63923,True
144,18394,18.394,-0.857,0.131,0.498,-0.44,1.47,-4.73,0.88,-0.2,0.69,28.12,96747,388.35,1,0.806449592,0.030820686,0.589995146,0.024390019,14.57,71.82,14.05,-0.54,0.32,-0.66,20829,20829,True
145,18414,18.414,-0.855,0.12,0.5,-2.81,0.82,-3.81,0.88,-0.1,0.78,28.12,96747,388.3,1,0.807067871,0.030329751,0.589176238,0.024350876,14.33,71.72,13.84,-0.54,0.32,-0.66,10008,10008,True
146,18434,18.434,-0.867,0.127,0.483,-0.99,-1.08,1.08,0.88,-0.05,0.73,28.11,96746,388.37,1,0.807847261,0.030658152,0.588069677,0.024839681,14.41,71.55,13.93,-0.54,0.32,-0.66,24660,24660,True
147,18454,18.454,-0.862,0.137,0.492,-0.11,2.34,-4.2,0.88,-0.15,0.73,28.11,96746,388.44,1,0.808286726,0.030583091,0.587482154,0.024533793,14.26,71.48,13.77,-0.54,0.32,-0.66,22024,22024,True
148,18474,18.474,-0.86,0.126,0.495,-2.05,2.18,-0.66,0.88,-0.1,0.73,28.11,96746,388.41,1,0.808744371,0.030554382,0.586838424,0.024891784,14.26,71.38,13.8,-0.54,0.32,-0.66,42735,42735,True
149,18494,18.494,-0.853,0.125,0.511,-1.56,2.02,0.23,0.78,-0.05,0.73,28.12,96746,388.35,1,0.809211969,0.030668207,0.5861696,0.025310868,14.31,71.28,13.87,-0.54,0.32,-0.66,55689,55689,True
150,18514,18.514,-0.87,0.125,0.496,-2.71,2.59,0.1,0.83,-0.15,0.69,28.12,96747,388.35,1,0.809628725,0.030613344,0.585573614,0.025840648,14.34,71.19,13.95,-0.54,0.32,-0.66,4494,4494,True
151,18534,18.534,-0.858,0.125,0.477,-3.11,0.79,-1.94,0.88,-0.1,0.69,28.12,96747,388.35,1,0.810238779,0.030325023,0.584731281,0.026131535,14.23,71.08,13.88,-0.54,0.32,-0.66,62295,62295,True
152,18554,18.554,-0.861,0.128,0.505,-0.32,5.38,-0.94,0.83,-0.15,0.69,28.12,96746,388.37,1,0.810359359,0.030497577,0.584548056,0.026290467,14.29,71.05,13.94,-0.54,0.32,-0.66,1145,1145,True
153,18574,18.574,-0.862,0.12,0.501,-0.9,0.56,-2.15,0.88,-0.1,0.69,28.12,96747,388.33,1,0.810985446,0.030453561,0.583681524,0.026288332,14.19,70.93,13.85,-0.54,0.32,-0.66,26924,26924,True
154,18594,18.594,-0.861,0.135,0.487,-1.76,1.08,-3.91,0.83,-0.1,0.73,28.12,96747,388.33,1,0.811560452,0.030193564,0.58289963,0.026189985,14.02,70.83,13.69,-0.54,0.32,-0.66,49041,49041,True
155,18614,18.614,-0.861,0.111,0.495,-0.77,0.91,-1.47,0.83,-0.1,0.73,28.12,96747,388.34,1,0.812149823,0.030209674,0.582074642,0.026253372,13.95,70.71,13.63,-0.54,0.32,-0.66,9423,9423,True
156,18634,18.634,-0.873,0.118,0.49,-1.18,0.22,-1.13,0.88,-0.15,0.69,28.12,96747,388.31,1,0.812806249,0.030241607,0.581147969,0.026427247,13.9,70.58,13.59,-0.54,0.32,-0.66,48568,48568,True
157,18654,18.654,-0.867,0.119,0.497,-0.96,1.53,-2.31,0.83,-0.1,0.64,28.12,96746,388.4,1,0.813333452,0.03017764,0.580413818,0.026418392,13.81,70.48,13.5,-0.54,0.32,-0.66,36566,36566,True
158,18674,18.674,-0.851,0.119,0.484,-1.8,-0.13,-5.21,0.83,-0.15,0.69,28.12,96746,388.42,1,0.814044058,0.029724754,0.579455197,0.026085066,13.53,70.37,13.23,-0.54,0.32,-0.66,6508,6508,True
159,18694,18.694,-0.867,0.134,0.486,-1.5,1.7,-1.53,0.83,-0.05,0.69,28.12,96746,388.42,1,0.814539313,0.029763186,0.578746557,0.02631188,13.52,70.26,13.24,-0.54,0.32,-0.66,30294,30294,True
160,18714,18.714,-0.854,0.131,0.487,-0.31,-1.66,-1.04,0.93,-0.15,0.69,28.12,96746,388.41,1,0.815366685,0.030019352,0.577560246,0.026458338,13.51,70.09,13.21,-0.54,0.32,-0.66,53189,53189,True
161,18734,18.734,-0.862,0.13,0.494,-1.15,-1.11,-2.23,0.83,-0.1,0.73,28.11,96745,388.49,1,0.816149294,0.030022845,0.576451182,0.026513644,13.42,69.94,13.13,-0.54,0.32,-0.66,8895,8895,True
162,18754,18.754,-0.862,0.135,0.488,-0.92,-0.39,1.3,0.88,-0.1,0.69,28.12,96746,388.4,1,0.816836417,0.030445511,0.575428784,0.027075773,13.54,69.79,13.26,-0.54,0.32,-0.66,15562,15562,True
163,18774,18.774,-0.868,0.115,0.482,-2.36,3.5,-2.41,0.93,-0.15,0.69,28.12,96746,388.4,1,0.817171752,0.030172311,0.574960649,0.027206471,13.45,69.73,13.21,-0.54,0.32,-0.66,27500,27500,True
164,18794,18.794,-0.862,0.117,0.483,-0.88,-0.31,-0.38,0.78,-0.05,0.69,28.12,96746,388.4,1,0.817869544,0.030347522,0.57394588,0.027467802,13.45,69.58,13.22,-0.54,0.32,-0.66,51834,51834,True
165,18814,18.814,-0.875,0.122,0.479,1.27,-1.92,1.13,0.88,-0.2,0.78,28.12,96746,388.42,1,0.818705499,0.031024098,0.572703242,0.027746245,13.57,69.4,13.3,-0.54,0.32,-0.66,40081,40081,True
166,18834,18.834,-0.863,0.119,0.484,0.79,0.69,1.24,0.83,-0.15,0.73,28.12,96746,388.41,1,0.819284737,0.03160106,0.571826279,0.02808149,13.7,69.26,13.41,-0.54,0.32,-0.66,12595,12595,True
167,18854,18.854,-0.863,0.127,0.486,-0.78,0.73,-1.47,0.83,-0.1,0.69,28.12,96746,388.39,1,0.819875181,0.031722274,0.570966065,0.028215684,13.68,69.14,13.39,-0.54,0.32,-0.66,53994,53994,True
168,18874,18.874,-0.865,0.118,0.482,-0.41,1.46,-0.21,0.88,-0.1,0.73,28.12,96747,388.33,1,0.820391417,0.03197103,0.570197761,0.0284646,13.72,69.03,13.44,-0.54,0.32,-0.66,22824,22824,True
169,18894,18.894,-0.868,0.125,0.49,0.0,-1.84,-0.77,0.88,-0.1,0.64,28.12,96746,388.35,1,0.821231782,0.032266095,0.568963766,0.028592559,13.71,68.85,13.41,-0.54,0.32,-0.66,29976,29976,True
170,18914,18.914,-0.858,0.113,0.493,-0.99,0.39,-0.74,0.88,-0.05,0.73,28.12,96747,388.34,1,0.821862996,0.032340158,0.56803751,0.028787566,13.69,68.72,13.39,-0.54,0.32,-0.66,20648,20648,True
171,18934,18.934,-0.874,0.119,0.491,-0.44,-0.35,1.66,0.93,-0.15,0.69,28.12,96746,388.4,1,0.822548389,0.032773595,0.566993654,0.029295212,13.8,68.57,13.51,-0.54,0.32,-0.66,63867,63867,True
172,18954,18.954,-0.861,0.118,0.495,-1.63,-0.9,-1.24,0.83,-0.1,0.73,28.12,96746,388.41,1,0.82330972,0.03273651,0.565879703,0.029490108,13.72,68.41,13.46,-0.54,0.32,-0.66,8567,8567,True
173,18974,18.974,-0.861,0.126,0.485,0.58,0.36,-2.24,0.93,-0.15,0.73,28.12,96746,388.4,1,0.823930323,0.032980669,0.564967394,0.029376805,13.69,68.29,13.39,-0.54,0.32,-0.66,41946,41946,True
174,18994,18.994,-0.863,0.124,0.499,1.57,1.43,-1.24,0.83,-0.1,0.78,28.12,96746,388.38,1,0.824437916,0.033424437,0.564204752,0.029290419,13.72,68.18,13.38,-0.54,0.32,-0.66,19928,19928,True
175,19014,19.014,-0.869,0.115,0.492,0.91,0.47,0.95,0.88,-0.1,0.69,28.12,96746,388.35,1,0.825037956,0.033948034,0.563282073,0.029548611,13.82,68.04,13.45,-0.54,0.32,-0.66,48031,48031,True
176,19034,19.034,-0.874,0.123,0.475,0.89,-0.94,0.69,0.88,-0.1,0.73,28.12,96746,388.41,1,0.825769246,0.03453077,0.562159836,0.029818006,13.91,67.88,13.52,-0.54,0.32,-0.66,18507,18507,True
177,19054,19.054,-0.862,0.119,0.488,2.33,1.31,-0.73,0.83,-0.05,0.78,28.12,96746,388.43,1,0.826283276,0.035109174,0.561373532,0.029715274,13.97,67.76,13.53,-0.54,0.32,-0.66,22509,22509,True
178,19074,19.074,-0.857,0.125,0.487,0.61,0.11,0.69,0.88,-0.1,0.64,28.12,96746,388.42,1,0.826912761,0.035624493,0.560397983,0.030005021,14.07,67.62,13.6,-0.54,0.32,-0.66,13826,13826,True
179,19094,19.094,-0.865,0.13,0.483,0.26,-2.61,2.85,0.88,-0.15,0.69,28.12,96745,388.47,1,0.827792108,0.036358599,0.559015751,0.030655075,14.24,67.41,13.76,-0.54,0.32,-0.66,16637,16637,True
180,19114,19.114,-0.868,0.129,0.493,1.47,0.0,-2.47,0.88,-0.15,0.69,28.12,96745,388.46,1,0.82844007,0.036698479,0.558045983,0.03041173,14.2,67.28,13.68,-0.54,0.32,-0.66,55228,55228,True
181,19134,19.134,-0.875,0.128,0.498,1.58,-0.07,-0.59,0.88,-0.1,0.69,28.12,96745,388.47,1,0.829085648,0.037221823,0.55705148,0.030417785,14.24,67.13,13.68,-0.54,0.32,-0.66,35549,35549,True
182,19154,19.154,-0.867,0.125,0.502,0.28,0.25,0.23,0.78,-0.05,0.73,28.12,96746,388.43,1,0.82970655,0.037602421,0.556087911,0.03064931,14.29,67.0,13.72,-0.54,0.32,-0.66,18064,18064,True
183,19174,19.174,-0.876,0.123,0.5,-0.18,-0.57,0.31,0.93,-0.2,0.69,28.12,96746,388.41,1,0.830411553,0.037913952,0.554998159,0.030924117,14.32,66.84,13.74,-0.54,0.32,-0.66,46978,46978,True
184,19194,19.194,-0.861,0.136,0.498,-1.14,1.18,-3.05,0.88,-0.1,0.73,28.12,96745,388.45,1,0.83095783,0.037846789,0.554187,0.030878674,14.23,66.73,13.66,-0.54,0.32,-0.66,46258,46258,True
185,19214,19.214,-0.856,0.125,0.5,-0.73,1.77,-3.75,0.88,-0.1,0.78,28.12,96746,388.36,1,0.831456959,0.037693363,0.553461194,0.030646496,14.1,66.64,13.52,-0.54,0.32,-0.66,53737,53737,True
186,19234,19.234,-0.865,0.133,0.493,-1.07,1.13,1.18,0.88,-0.1,0.64,28.12,96746,388.4,1,0.831983209,0.038054354,0.552613437,0.03121227,14.21,66.51,13.64,-0.54,0.32,-0.66,12459,12459,True
187,19254,19.254,-0.854,0.123,0.487,-0.82,-0.15,-2.69,0.88,-0.1,0.73,28.13,96746,388.39,1,0.832662463,0.038008191,0.551597059,0.03113238,14.1,66.38,13.54,-0.54,0.32,-0.66,44666,44666,True
188,19274,19.274,-0.859,0.129,0.504,-2.44,0.33,-1.28,0.88,-0.1,0.69,28.12,96746,388.39,1,0.833293974,0.037881669,0.550634444,0.031430159,14.04,66.25,13.51,-0.54,0.32,-0.66,19695,19695,True
189,19294,19.294,-0.863,0.122,0.507,-1.4,-0.22,-4.11,0.83,-0.15,0.73,28.13,96746,388.4,1,0.833992898,0.037582297,0.549610317,0.0311765,13.86,66.12,13.33,-0.54,0.32,-0.66,40217,40217,True
190,19314,19.314,-0.866,0.132,0.494,-2.11,0.85,0.31,0.88,-0.1,0.59,28.12,96745,388.47,1,0.834553599,0.037718892,0.548717976,0.03172056,13.9,65.99,13.41,-0.54,0.32,-0.66,21460,21460,True
191,19334,19.334,-0.859,0.128,0.494,-0.73,2.05,-3.25,0.93,-0.1,0.73,28.13,96745,388.45,1,0.835015178,0.037675045,0.54802537,0.031597264,13.82,65.9,13.32,-0.54,0.32,-0.66,4361,4361,True
192,19354,19.354,-0.849,0.123,0.488,-1.21,1.79,-2.03,0.88,-0.15,0.69,28.13,96745,388.45,1,0.835501254,0.037649076,0.547281206,0.031677529,13.77,65.8,13.28,-0.54,0.32,-0.66,60187,60187,True
193,19374,19.374,-0.867,0.137,0.491,-2.4,-0.82,-1.34,0.83,-0.05,0.73,28.13,96745,388.44,1,0.836222529,0.037654441,0.5461573,0.032033876,13.74,65.64,13.28,-0.54,0.32,-0.66,1679,1679,True
194,19394,19.394,-0.862,0.119,0.504,-1.63,2.15,-2.83,0.88,-0.1,0.64,28.13,96746,388.43,1,0.83668834,0.03742848,0.545461059,0.031999473,13.63,65.56,13.18,-0.54,0.32,-0.66,43451,43451,True
195,19414,19.414,-0.864,0.111,0.492,-2.89,4.44,-5.17,0.78,-0.1,0.78,28.12,96744,388.54,1,0.836961031,0.036746129,0.545104563,0.031732582,13.41,65.52,13.0,-0.54,0.32,-0.66,41499,41499,True
196,19434,19.434,-0.867,0.12,0.485,-0.82,-1.56,-3.02,0.83,-0.15,0.73,28.12,96745,388.51,1,0.837766588,0.036720853,0.543874145,0.031617079,13.3,65.36,12.88,-0.54,0.32,-0.66,40734,40734,True
197,19454,19.454,-0.866,0.131,0.487,-0.31,0.69,-1.04,0.88,-0.05,0.73,28.12,96745,388.46,1,0.838325262,0.037063755,0.542976677,0.031831238,13.35,65.23,12.91,-0.54,0.32,-0.66,435,435,True
198,19474,19.474,-0.873,0.12,0.503,-0.55,0.92,-2.91,0.88,-0.15,0.73,28.13,96745,388.46,1,0.838896036,0.037031781,0.542104781,0.031693991,13.26,65.12,12.82,-0.54,0.32,-0.66,30790,30790,True
199,19494,19.494,-0.87,0.113,0.493,-0.6,-0.33,2.54,0.93,-0.1,0.73,28.12,96745,388.48,1,0.839559376,0.037479263,0.541008532,0.032327417,13.37,64.96,12.95,-0.54,0.32,-0.66,35335,35335,True
200,19514,19.514,-0.869,0.13,0.487,-1.18,2.77,-0.43,0.88,-0.1,0.69,28.12,96745,388.46,1,0.839923143,0.037735067,0.540402114,0.032723296,13.45,64.87,13.03,-0.54,0.32,-0.66,38325,38325,True
201,19534,19.534,-0.87,0.118,0.483,-2.21,-1.27,-5.6,0.83,-0.15,0.73,28.12,96745,388.44,1,0.840723515,0.03724565,0.539212584,0.032350361,13.2,64.72,12.79,-0.54,0.32,-0.66,25644,25644,True
202,19554,19.554,-0.862,0.134,0.483,-0.86,-0.93,1.52,0.78,-0.1,0.73,28.12,96745,388.47,1,0.841407001,0.037829407,0.538063586,0.033025745,13.35,64.55,12.95,-0.54,0.32,-0.66,20211,20211,True
203,19574,19.574,-0.863,0.117,0.493,-1.13,1.53,-3.27,0.88,-0.1,0.73,28.13,96745,388.46,1,0.841924191,0.037679285,0.537272573,0.032895107,13.24,64.45,12.84,-0.54,0.32,-0.66,433,433,True
204,19594,19.594,-0.864,0.121,0.492,1.39,-2.71,3.15,0.93,-0.15,0.78,28.13,96745,388.45,1,0.842777312,0.038585033,0.535832644,0.033479981,13.42,64.24,13.0,-0.54,0.32,-0.66,23354,23354,True
205,19614,19.614,-0.857,0.119,0.488,0.71,-0.46,-0.06,0.93,-0.2,0.73,28.13,96746,388.44,1,0.843445778,0.039043661,0.534735918,0.033651453,13.47,64.08,13.03,-0.54,0.32,-0.66,9716,9716,True
206,19634,19.634,-0.866,0.116,0.498,0.36,1.49,-1.33,0.93,-0.1,0.78,28.13,96746,388.36,1,0.843948483,0.039257407,0.533926904,0.033643086,13.47,63.97,13.0,-0.54,0.32,-0.66,61282,61282,True
207,19654,19.654,-0.872,0.127,0.492,1.66,-1.4,0.98,0.83,-0.1,0.69,28.13,96746,388.39,1,0.844676673,0.040055502,0.532696247,0.033934761,13.6,63.79,13.09,-0.54,0.32,-0.66,1506,1506,True
208,19674,19.674,-0.877,0.118,0.488,0.84,-0.56,-3.29,0.78,-0.1,0.73,28.13,96746,388.39,1,0.845373929,0.040211342,0.531598151,0.033604801,13.51,63.65,12.96,-0.54,0.32,-0.66,63822,63822,True
209,19694,19.694,-0.859,0.134,0.483,1.08,1.15,-1.91,0.88,-0.05,0.73,28.13,96746,388.4,1,0.845858872,0.040772591,0.530782342,0.033621818,13.58,63.53,12.99,-0.54,0.32,-0.66,36024,36024,True
210,19714,19.714,-0.865,0.125,0.507,-0.31,-0.75,2.51,0.88,-0.24,0.69,28.13,96746,388.4,1,0.846539199,0.04133008,0.529611766,0.034272674,13.71,63.36,13.12,-0.54,0.32,-0.66,3315,3315,True
211,19734,19.734,-0.861,0.124,0.491,0.1,-0.79,-3.49,0.93,-0.1,0.64,28.13,96746,388.42,1,0.847253323,0.041416645,0.528478503,0.034014661,13.62,63.21,13.0,-0.54,0.32,-0.66,57302,57302,True
212,19754,19.754,-0.862,0.125,0.484,1.67,0.31,0.82,0.83,-0.05,0.69,28.13,96746,388.42,1,0.847816586,0.042200904,0.527493656,0.034301616,13.76,63.07,13.1,-0.54,0.32,-0.66,5511,5511,True
213,19774,19.774,-0.865,0.131,0.499,-0.02,-0.49,-0.84,0.83,-0.1,0.73,28.13,96746,388.42,1,0.848474503,0.042583134,0.526391566,0.0344905,13.79,62.91,13.12,-0.54,0.32,-0.66,45779,45779,True
214,19794,19.794,-0.859,0.126,0.499,1.82,-0.65,-1.41,0.83,-0.1,0.73,28.13,96745,388.46,1,0.849146128,0.043117974,0.525270879,0.034383871,13.82,62.76,13.09,-0.54,0.32,-0.66,31,31,True
215,19814,19.814,-0.852,0.142,0.49,0.73,-0.18,0.64,0.83,-0.1,0.78,28.13,96745,388.46,1,0.849718571,0.043944839,0.524245083,0.034845702,13.99,62.61,13.23,-0.54,0.32,-0.66,51221,51221,True
216,19834,19.834,-0.861,0.126,0.484,0.18,-0.74,1.12,0.93,-0.1,0.73,28.13,96745,388.5,1,0.850385368,0.04452949,0.523082793,0.035301428,14.09,62.44,13.32,-0.54,0.32,-0.66,2405,2405,True
217,19854,19.854,-0.855,0.125,0.496,-0.64,-0.58,0.52,0.88,-0.05,0.78,28.13,96745,388.45,1,0.851059318,0.044838458,0.521933019,0.035686225,14.13,62.28,13.37,-0.54,0.32,-0.66,56560,56560,True
218,19874,19.874,-0.858,0.121,0.489,-0.9,0.92,0.5,0.88,-0.2,0.69,28.13,96745,388.47,1,0.851606011,0.045029819,0.520998001,0.036063429,14.16,62.14,13.41,-0.54,0.32,-0.66,42731,42731,True
219,19894,19.894,-0.858,0.119,0.495,0.89,2.0,1.1,0.88,-0.15,0.73,28.13,96746,388.42,1,0.852041721,0.045473281,0.520227432,0.036338504,14.23,62.03,13.47,-0.54,0.32,-0.66,48286,48286,True
220,19914,19.914,-0.865,0.123,0.485,0.21,-2.37,1.47,0.83,-0.15,0.73,28.13,96745,388.45,1,0.852864623,0.045995377,0.518801033,0.036767568,14.3,61.83,13.53,-0.54,0.32,-0.66,61711,61711,True
221,19934,19.934,-0.859,0.131,0.503,0.05,-1.71,3.37,0.73,-0.1,0.73,28.13,96745,388.44,1,0.853605449,0.046719827,0.51746124,0.037534349,14.46,61.63,13.69,-0.54,0.32,-0.66,980,980,True
222,19954,19.954,-0.87,0.13,0.492,0.04,-3.31,-1.09,0.88,-0.2,0.59,28.13,96745,388.51,1,0.85451442,0.047078855,0.515918195,0.037643868,14.44,61.42,13.65,-0.54,0.32,-0.66,43625,43625,True
223,19974,19.974,-0.871,0.12,0.498,-0.31,0.24,-0.08,0.88,-0.05,0.78,28.13,96745,388.51,1,0.855131388,0.047128726,0.514881313,0.037769623,14.4,61.29,13.62,-0.54,0.32,-0.66,46844,46844,True
224,19994,19.994,-0.876,0.137,0.498,0.11,-2.57,0.14,0.93,-0.15,0.64,28.13,96745,388.49,1,0.85592562,0.047796622,0.513468206,0.038172886,14.49,61.08,13.69,-0.54,0.32,-0.66,9526,9526,True
225,20014,20.014,-0.854,0.115,0.5,-1.42,0.85,-2.4,0.83,-0.1,0.69,28.13,96745,388.48,1,0.856513083,0.047333211,0.512545228,0.037976373,14.32,60.98,13.54,-0.54,0.32,-0.66,42265,42265,True
226,20034,20.034,-0.864,0.131,0.503,-2.9,2.07,-2.69,0.88,-0.1,0.69,28.13,96746,388.4,1,0.856972218,0.047056392,0.511790514,0.038141783,14.24,60.88,13.49,-0.54,0.32,-0.66,46823,46823,True
227,20054,20.054,-0.872,0.12,0.484,-0.61,0.09,-0.44,0.93,-0.15,0.69,28.13,96745,388.44,1,0.857606709,0.046985526,0.510727644,0.038214933,14.17,60.74,13.43,-0.54,0.32,-0.66,21421,21421,True
228,20074,20.074,-0.846,0.127,0.481,0.37,0.58,-2.61,0.88,-0.1,0.69,28.13,96746,388.44,1,0.858128667,0.047442481,0.509807646,0.038216531,14.2,60.61,13.43,-0.54,0.32,-0.66,63291,63291,True
229,20094,20.094,-0.862,0.124,0.503,-2.95,-0.37,-1.22,0.78,-0.1,0.78,28.13,96746,388.39,1,0.858818233,0.047095716,0.508658886,0.038461871,14.09,60.47,13.37,-0.54,0.32,-0.66,7206,7206,True
